Title,Sumary,Sumary Length,Sections Length,Text Length,Word Count,Language Count,Pageviews
"Civic Center, Los Angeles","The Civic Center neighborhood of Los Angeles, California, is the administrative core of the City of ",356,6,7857,1236,4,"{'2023-10-24': 31, '2023-10-25': 30, '2023-10-26': 44, '2023-10-27': 37, '2023-10-28': 26, '2023-10-29': 41, '2023-10-30': 35, '2023-10-31': 40, '2023-11-01': 29, '2023-11-02': 44, '2023-11-03': 27, '2023-11-04': 29, '2023-11-05': 34, '2023-11-06': 26, '2023-11-07': 36, '2023-11-08': 45, '2023-11-09': 34, '2023-11-10': 33, '2023-11-11': 25, '2023-11-12': 25, '2023-11-13': 31, '2023-11-14': 24, '2023-11-15': 25, '2023-11-16': 31, '2023-11-17': 43, '2023-11-18': 36, '2023-11-19': 27, '2023-11-20': 33, '2023-11-21': 31, '2023-11-22': 29, '2023-11-23': 21, '2023-11-24': 27, '2023-11-25': 21, '2023-11-26': 34, '2023-11-27': 19, '2023-11-28': 22, '2023-11-29': 23, '2023-11-30': 15, '2023-12-01': 23, '2023-12-02': 22, '2023-12-03': 25, '2023-12-04': 15, '2023-12-05': 26, '2023-12-06': 30, '2023-12-07': 28, '2023-12-08': 26, '2023-12-09': 29, '2023-12-10': 27, '2023-12-11': 36, '2023-12-12': 38, '2023-12-13': 32, '2023-12-14': 29, '2023-12-15': 26, '2023-12-16': 22, '2023-12-17': 34, '2023-12-18': 36, '2023-12-19': 34, '2023-12-20': 27, '2023-12-21': 28, '2023-12-22': 19}"
Hunter Archeological Site,"The Hunter Archeological Site is a significant prehistoric Native American site in Claremont, New Ha",448,2,1646,253,1,"{'2023-10-24': None, '2023-10-25': None, '2023-10-26': 3, '2023-10-27': 1, '2023-10-28': 1, '2023-10-29': 0, '2023-10-30': 4, '2023-10-31': 0, '2023-11-01': 1, '2023-11-02': 2, '2023-11-03': 1, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 3, '2023-11-07': 1, '2023-11-08': 1, '2023-11-09': 2, '2023-11-10': 1, '2023-11-11': 9, '2023-11-12': 1, '2023-11-13': 1, '2023-11-14': 2, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 4, '2023-11-18': 6, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': None, '2023-11-22': 1, '2023-11-23': 2, '2023-11-24': 0, '2023-11-25': 0, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 2, '2023-11-29': 1, '2023-11-30': 1, '2023-12-01': 0, '2023-12-02': 4, '2023-12-03': 0, '2023-12-04': 1, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': 3, '2023-12-08': 0, '2023-12-09': 2, '2023-12-10': 2, '2023-12-11': 1, '2023-12-12': 1, '2023-12-13': 1, '2023-12-14': 2, '2023-12-15': 1, '2023-12-16': 1, '2023-12-17': 1, '2023-12-18': 1, '2023-12-19': 1, '2023-12-20': 2, '2023-12-21': 0, '2023-12-22': 5}"
Elberton,"Places known as Elberton:

Elberton, Georgia, USA
Elberton, Montserrat
Elberton, Gloucestershire, En",131,0,131,15,9,"{'2023-10-24': 0, '2023-10-25': None, '2023-10-26': None, '2023-10-27': None, '2023-10-28': 1, '2023-10-29': 0, '2023-10-30': None, '2023-10-31': 1, '2023-11-01': 1, '2023-11-02': 2, '2023-11-03': None, '2023-11-04': 1, '2023-11-05': 2, '2023-11-06': 2, '2023-11-07': 2, '2023-11-08': 0, '2023-11-09': 1, '2023-11-10': 1, '2023-11-11': None, '2023-11-12': 1, '2023-11-13': None, '2023-11-14': 1, '2023-11-15': 2, '2023-11-16': 1, '2023-11-17': None, '2023-11-18': 0, '2023-11-19': 1, '2023-11-20': None, '2023-11-21': None, '2023-11-22': 2, '2023-11-23': None, '2023-11-24': 0, '2023-11-25': 1, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 1, '2023-11-29': 0, '2023-11-30': None, '2023-12-01': 0, '2023-12-02': None, '2023-12-03': None, '2023-12-04': 0, '2023-12-05': None, '2023-12-06': 1, '2023-12-07': 0, '2023-12-08': 1, '2023-12-09': 0, '2023-12-10': 0, '2023-12-11': 1, '2023-12-12': 1, '2023-12-13': None, '2023-12-14': 1, '2023-12-15': 1, '2023-12-16': None, '2023-12-17': None, '2023-12-18': None, '2023-12-19': 1, '2023-12-20': None, '2023-12-21': None, '2023-12-22': 1}"
Ancient Empires (series),Ancient Empires is a fantasy turn-based tactics game series developed by Macrospace for cell phones.,261,3,3811,660,4,"{'2023-10-24': 14, '2023-10-25': 15, '2023-10-26': 16, '2023-10-27': 14, '2023-10-28': 19, '2023-10-29': 17, '2023-10-30': 16, '2023-10-31': 9, '2023-11-01': 21, '2023-11-02': 17, '2023-11-03': 17, '2023-11-04': 13, '2023-11-05': 17, '2023-11-06': 21, '2023-11-07': 13, '2023-11-08': 15, '2023-11-09': 22, '2023-11-10': 19, '2023-11-11': 18, '2023-11-12': 25, '2023-11-13': 25, '2023-11-14': 29, '2023-11-15': 13, '2023-11-16': 20, '2023-11-17': 22, '2023-11-18': 19, '2023-11-19': 16, '2023-11-20': 24, '2023-11-21': 19, '2023-11-22': 13, '2023-11-23': 9, '2023-11-24': 12, '2023-11-25': 18, '2023-11-26': 12, '2023-11-27': 19, '2023-11-28': 22, '2023-11-29': 10, '2023-11-30': 13, '2023-12-01': 21, '2023-12-02': 12, '2023-12-03': 14, '2023-12-04': 12, '2023-12-05': 18, '2023-12-06': 10, '2023-12-07': 17, '2023-12-08': 20, '2023-12-09': 17, '2023-12-10': 30, '2023-12-11': 9, '2023-12-12': 17, '2023-12-13': 14, '2023-12-14': 23, '2023-12-15': 19, '2023-12-16': 17, '2023-12-17': 13, '2023-12-18': 11, '2023-12-19': 24, '2023-12-20': 17, '2023-12-21': 24, '2023-12-22': 11}"
1983 Munich WCT,"The 1983 Munich WCT was a men's tennis tournament played on indoor carpet courts in Munich, West Ger",318,3,619,104,2,"{'2023-10-24': None, '2023-10-25': None, '2023-10-26': 0, '2023-10-27': 0, '2023-10-28': None, '2023-10-29': 0, '2023-10-30': 0, '2023-10-31': 0, '2023-11-01': 0, '2023-11-02': None, '2023-11-03': None, '2023-11-04': None, '2023-11-05': 1, '2023-11-06': None, '2023-11-07': 0, '2023-11-08': 1, '2023-11-09': None, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': 0, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': None, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': 0, '2023-11-22': 1, '2023-11-23': 0, '2023-11-24': None, '2023-11-25': 1, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 1, '2023-11-29': 1, '2023-11-30': 0, '2023-12-01': 0, '2023-12-02': None, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': None, '2023-12-06': None, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': None, '2023-12-10': 0, '2023-12-11': None, '2023-12-12': None, '2023-12-13': 0, '2023-12-14': None, '2023-12-15': None, '2023-12-16': 0, '2023-12-17': None, '2023-12-18': None, '2023-12-19': None, '2023-12-20': 1, '2023-12-21': 1, '2023-12-22': None}"
James Thomas Quarles,"James Thomas Quarles (November 7, 1877 in St. Louis, Missouri – March 4, 1954 in Los Angeles, Califo",945,0,945,153,2,"{'2023-10-24': 1, '2023-10-25': 2, '2023-10-26': 2, '2023-10-27': None, '2023-10-28': 1, '2023-10-29': 1, '2023-10-30': 1, '2023-10-31': 0, '2023-11-01': 1, '2023-11-02': 1, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': 1, '2023-11-06': None, '2023-11-07': 2, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 1, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': 0, '2023-11-14': None, '2023-11-15': 1, '2023-11-16': 1, '2023-11-17': 1, '2023-11-18': 0, '2023-11-19': 1, '2023-11-20': 1, '2023-11-21': 0, '2023-11-22': 1, '2023-11-23': 0, '2023-11-24': 1, '2023-11-25': 0, '2023-11-26': None, '2023-11-27': None, '2023-11-28': 0, '2023-11-29': None, '2023-11-30': 0, '2023-12-01': 1, '2023-12-02': 0, '2023-12-03': 0, '2023-12-04': 1, '2023-12-05': 1, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 1, '2023-12-09': 1, '2023-12-10': 0, '2023-12-11': 0, '2023-12-12': 4, '2023-12-13': 1, '2023-12-14': 0, '2023-12-15': 2, '2023-12-16': 3, '2023-12-17': 1, '2023-12-18': 2, '2023-12-19': 2, '2023-12-20': 2, '2023-12-21': 2, '2023-12-22': 2}"
Overdetermined system,"In mathematics, a system of equations  is considered overdetermined if there are more equations than",1221,4,15634,1816,6,"{'2023-10-24': 199, '2023-10-25': 197, '2023-10-26': 160, '2023-10-27': 128, '2023-10-28': 106, '2023-10-29': 94, '2023-10-30': 169, '2023-10-31': 161, '2023-11-01': 144, '2023-11-02': 161, '2023-11-03': 134, '2023-11-04': 80, '2023-11-05': 124, '2023-11-06': 153, '2023-11-07': 155, '2023-11-08': 148, '2023-11-09': 122, '2023-11-10': 132, '2023-11-11': 109, '2023-11-12': 120, '2023-11-13': 129, '2023-11-14': 159, '2023-11-15': 140, '2023-11-16': 166, '2023-11-17': 136, '2023-11-18': 89, '2023-11-19': 97, '2023-11-20': 160, '2023-11-21': 190, '2023-11-22': 152, '2023-11-23': 121, '2023-11-24': 97, '2023-11-25': 86, '2023-11-26': 68, '2023-11-27': 139, '2023-11-28': 160, '2023-11-29': 170, '2023-11-30': 120, '2023-12-01': 108, '2023-12-02': 90, '2023-12-03': 104, '2023-12-04': 132, '2023-12-05': 152, '2023-12-06': 147, '2023-12-07': 110, '2023-12-08': 116, '2023-12-09': 90, '2023-12-10': 67, '2023-12-11': 148, '2023-12-12': 124, '2023-12-13': 151, '2023-12-14': 124, '2023-12-15': 102, '2023-12-16': 68, '2023-12-17': 96, '2023-12-18': 121, '2023-12-19': 114, '2023-12-20': 90, '2023-12-21': 103, '2023-12-22': 74}"
BIOS Scientific Publishers,BIOS Scientific Publishers was an English publisher. The main offices were based at Milton Park near,297,0,297,43,1,"{'2023-10-24': 0, '2023-10-25': 2, '2023-10-26': 2, '2023-10-27': 1, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': 1, '2023-10-31': 1, '2023-11-01': 0, '2023-11-02': 3, '2023-11-03': 1, '2023-11-04': 0, '2023-11-05': 1, '2023-11-06': 0, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': 2, '2023-11-14': 0, '2023-11-15': 1, '2023-11-16': 0, '2023-11-17': 1, '2023-11-18': 0, '2023-11-19': 0, '2023-11-20': 1, '2023-11-21': 1, '2023-11-22': 0, '2023-11-23': 1, '2023-11-24': 0, '2023-11-25': 0, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': 1, '2023-11-30': 1, '2023-12-01': 1, '2023-12-02': 1, '2023-12-03': 2, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': 1, '2023-12-08': 2, '2023-12-09': 0, '2023-12-10': 2, '2023-12-11': 2, '2023-12-12': 0, '2023-12-13': 0, '2023-12-14': 0, '2023-12-15': 1, '2023-12-16': 1, '2023-12-17': 0, '2023-12-18': 3, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': 1, '2023-12-22': 1}"
Annual Waltz,"Annual Waltz is an album by the American musician John Hartford, released in 1987. Recorded in Nashv",234,4,1165,192,1,"{'2023-10-24': 1, '2023-10-25': None, '2023-10-26': 1, '2023-10-27': 1, '2023-10-28': None, '2023-10-29': 6, '2023-10-30': 4, '2023-10-31': 2, '2023-11-01': 3, '2023-11-02': 1, '2023-11-03': 2, '2023-11-04': 1, '2023-11-05': 0, '2023-11-06': 2, '2023-11-07': 4, '2023-11-08': 5, '2023-11-09': 3, '2023-11-10': 3, '2023-11-11': 2, '2023-11-12': None, '2023-11-13': 6, '2023-11-14': 5, '2023-11-15': 3, '2023-11-16': 2, '2023-11-17': 1, '2023-11-18': 2, '2023-11-19': None, '2023-11-20': None, '2023-11-21': 3, '2023-11-22': None, '2023-11-23': 3, '2023-11-24': 1, '2023-11-25': 2, '2023-11-26': 1, '2023-11-27': 1, '2023-11-28': 3, '2023-11-29': 3, '2023-11-30': 1, '2023-12-01': None, '2023-12-02': 4, '2023-12-03': 1, '2023-12-04': 2, '2023-12-05': 1, '2023-12-06': 2, '2023-12-07': 4, '2023-12-08': 0, '2023-12-09': 1, '2023-12-10': 5, '2023-12-11': 0, '2023-12-12': 1, '2023-12-13': 1, '2023-12-14': 2, '2023-12-15': 1, '2023-12-16': 0, '2023-12-17': 1, '2023-12-18': 0, '2023-12-19': 1, '2023-12-20': 0, '2023-12-21': 2, '2023-12-22': 2}"
Butterscotch pie,"Butterscotch pie is a pie in American cuisine made by cooking brown sugar with egg yolks, corn starc",371,2,1659,292,1,"{'2023-10-24': 6, '2023-10-25': 8, '2023-10-26': 6, '2023-10-27': 5, '2023-10-28': 6, '2023-10-29': 6, '2023-10-30': 8, '2023-10-31': 9, '2023-11-01': 2, '2023-11-02': 5, '2023-11-03': 11, '2023-11-04': 10, '2023-11-05': 8, '2023-11-06': 6, '2023-11-07': 11, '2023-11-08': 2, '2023-11-09': 10, '2023-11-10': 11, '2023-11-11': 34, '2023-11-12': 46, '2023-11-13': 28, '2023-11-14': 16, '2023-11-15': 6, '2023-11-16': 12, '2023-11-17': 16, '2023-11-18': 9, '2023-11-19': 19, '2023-11-20': 12, '2023-11-21': 16, '2023-11-22': 28, '2023-11-23': 29, '2023-11-24': 19, '2023-11-25': 16, '2023-11-26': 13, '2023-11-27': 8, '2023-11-28': 8, '2023-11-29': 5, '2023-11-30': 12, '2023-12-01': 4, '2023-12-02': 8, '2023-12-03': 11, '2023-12-04': 5, '2023-12-05': 9, '2023-12-06': 7, '2023-12-07': 7, '2023-12-08': 9, '2023-12-09': 7, '2023-12-10': 4, '2023-12-11': 11, '2023-12-12': 8, '2023-12-13': 5, '2023-12-14': 4, '2023-12-15': 4, '2023-12-16': 7, '2023-12-17': 5, '2023-12-18': 3, '2023-12-19': 1, '2023-12-20': 9, '2023-12-21': 7, '2023-12-22': 4}"
"Çayköy, Alaplı","Çayköy is a village in Alaplı District, Zonguldak Province, Turkey. Its population is 270 (2022).


",116,0,116,18,7,"{'2023-10-24': None, '2023-10-25': None, '2023-10-26': 2, '2023-10-27': 0, '2023-10-28': None, '2023-10-29': None, '2023-10-30': None, '2023-10-31': None, '2023-11-01': None, '2023-11-02': None, '2023-11-03': 0, '2023-11-04': None, '2023-11-05': None, '2023-11-06': 0, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': 1, '2023-11-10': None, '2023-11-11': 0, '2023-11-12': None, '2023-11-13': 0, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': None, '2023-11-17': None, '2023-11-18': 0, '2023-11-19': None, '2023-11-20': 0, '2023-11-21': None, '2023-11-22': None, '2023-11-23': 0, '2023-11-24': 1, '2023-11-25': 0, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': None, '2023-11-30': None, '2023-12-01': None, '2023-12-02': None, '2023-12-03': None, '2023-12-04': 0, '2023-12-05': None, '2023-12-06': 0, '2023-12-07': None, '2023-12-08': 1, '2023-12-09': 0, '2023-12-10': 0, '2023-12-11': 0, '2023-12-12': None, '2023-12-13': 1, '2023-12-14': None, '2023-12-15': 0, '2023-12-16': None, '2023-12-17': None, '2023-12-18': 0, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': None, '2023-12-22': None}"
"Siswa, Purnia","Siswa is a village in Krityanand Nagar block, Purnia district, Bihar, India. The population was 422 ",145,0,145,24,3,"{'2023-10-24': None, '2023-10-25': 0, '2023-10-26': None, '2023-10-27': 0, '2023-10-28': None, '2023-10-29': 0, '2023-10-30': 0, '2023-10-31': 0, '2023-11-01': None, '2023-11-02': None, '2023-11-03': None, '2023-11-04': None, '2023-11-05': None, '2023-11-06': None, '2023-11-07': None, '2023-11-08': None, '2023-11-09': 0, '2023-11-10': None, '2023-11-11': None, '2023-11-12': 0, '2023-11-13': 0, '2023-11-14': None, '2023-11-15': 0, '2023-11-16': None, '2023-11-17': 0, '2023-11-18': 0, '2023-11-19': None, '2023-11-20': None, '2023-11-21': None, '2023-11-22': None, '2023-11-23': 0, '2023-11-24': 0, '2023-11-25': None, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': None, '2023-11-29': 0, '2023-11-30': 0, '2023-12-01': 0, '2023-12-02': None, '2023-12-03': 0, '2023-12-04': None, '2023-12-05': None, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': None, '2023-12-09': 0, '2023-12-10': None, '2023-12-11': None, '2023-12-12': 1, '2023-12-13': None, '2023-12-14': None, '2023-12-15': None, '2023-12-16': None, '2023-12-17': None, '2023-12-18': None, '2023-12-19': None, '2023-12-20': 1, '2023-12-21': None, '2023-12-22': None}"
Nilpotent space,"In topology, a branch of mathematics, a nilpotent space, first defined by Emmanuel Dror (1969), is a",4274,0,4274,440,2,"{'2023-10-24': 1, '2023-10-25': 3, '2023-10-26': 9, '2023-10-27': 2, '2023-10-28': 2, '2023-10-29': 3, '2023-10-30': 2, '2023-10-31': 5, '2023-11-01': 1, '2023-11-02': 5, '2023-11-03': 2, '2023-11-04': None, '2023-11-05': 1, '2023-11-06': 2, '2023-11-07': 2, '2023-11-08': 2, '2023-11-09': 3, '2023-11-10': 3, '2023-11-11': 1, '2023-11-12': 4, '2023-11-13': 2, '2023-11-14': 2, '2023-11-15': 1, '2023-11-16': 2, '2023-11-17': 1, '2023-11-18': 1, '2023-11-19': 1, '2023-11-20': 7, '2023-11-21': 4, '2023-11-22': 0, '2023-11-23': 6, '2023-11-24': 5, '2023-11-25': 0, '2023-11-26': 3, '2023-11-27': 2, '2023-11-28': 3, '2023-11-29': None, '2023-11-30': 2, '2023-12-01': 4, '2023-12-02': 1, '2023-12-03': 0, '2023-12-04': 3, '2023-12-05': 4, '2023-12-06': 3, '2023-12-07': 3, '2023-12-08': 0, '2023-12-09': 1, '2023-12-10': 3, '2023-12-11': None, '2023-12-12': 1, '2023-12-13': 3, '2023-12-14': 4, '2023-12-15': 2, '2023-12-16': 0, '2023-12-17': 3, '2023-12-18': 1, '2023-12-19': 1, '2023-12-20': 3, '2023-12-21': 1, '2023-12-22': 2}"
Melaleuca thymifolia,"Melaleuca thymifolia, commonly known as thyme honey-myrtle, is a plant in the myrtle family Myrtacea",362,5,2693,443,6,"{'2023-10-24': 7, '2023-10-25': 8, '2023-10-26': 5, '2023-10-27': 5, '2023-10-28': 7, '2023-10-29': 1, '2023-10-30': 2, '2023-10-31': 3, '2023-11-01': 3, '2023-11-02': 8, '2023-11-03': 2, '2023-11-04': 8, '2023-11-05': 4, '2023-11-06': 6, '2023-11-07': 9, '2023-11-08': 5, '2023-11-09': 2, '2023-11-10': 5, '2023-11-11': 3, '2023-11-12': 8, '2023-11-13': 5, '2023-11-14': 4, '2023-11-15': 4, '2023-11-16': 1, '2023-11-17': 2, '2023-11-18': 8, '2023-11-19': 10, '2023-11-20': 7, '2023-11-21': 8, '2023-11-22': 7, '2023-11-23': 9, '2023-11-24': 8, '2023-11-25': 6, '2023-11-26': 2, '2023-11-27': 8, '2023-11-28': 6, '2023-11-29': 2, '2023-11-30': 4, '2023-12-01': 9, '2023-12-02': 5, '2023-12-03': 7, '2023-12-04': 4, '2023-12-05': 7, '2023-12-06': 5, '2023-12-07': 5, '2023-12-08': 4, '2023-12-09': 2, '2023-12-10': 4, '2023-12-11': 4, '2023-12-12': 3, '2023-12-13': 7, '2023-12-14': 6, '2023-12-15': 4, '2023-12-16': 5, '2023-12-17': 5, '2023-12-18': 6, '2023-12-19': 6, '2023-12-20': 2, '2023-12-21': 4, '2023-12-22': 5}"
Ilnur Garipov,Ilnur Garipov (born 14 March 2000) is a Russian Paralympic swimmer. He represented Russian Paralympi,152,1,350,53,1,"{'2023-10-24': None, '2023-10-25': 1, '2023-10-26': 0, '2023-10-27': 0, '2023-10-28': 1, '2023-10-29': 0, '2023-10-30': None, '2023-10-31': 0, '2023-11-01': 0, '2023-11-02': 1, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': None, '2023-11-06': 0, '2023-11-07': 1, '2023-11-08': 1, '2023-11-09': 0, '2023-11-10': None, '2023-11-11': 0, '2023-11-12': None, '2023-11-13': 0, '2023-11-14': None, '2023-11-15': 1, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': 1, '2023-11-19': None, '2023-11-20': None, '2023-11-21': 1, '2023-11-22': None, '2023-11-23': 0, '2023-11-24': 1, '2023-11-25': 1, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 1, '2023-11-29': 2, '2023-11-30': 0, '2023-12-01': None, '2023-12-02': None, '2023-12-03': 0, '2023-12-04': None, '2023-12-05': None, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': None, '2023-12-10': None, '2023-12-11': 0, '2023-12-12': None, '2023-12-13': 0, '2023-12-14': 1, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 1, '2023-12-19': 0, '2023-12-20': None, '2023-12-21': 0, '2023-12-22': None}"
Troels Brun Folmann,"Troels Brun Folmann (born 10 January 1974) is a Danish composer who specializes in orchestral music,",569,7,3538,534,5,"{'2023-10-24': 13, '2023-10-25': 8, '2023-10-26': 10, '2023-10-27': 11, '2023-10-28': 12, '2023-10-29': 7, '2023-10-30': 14, '2023-10-31': 10, '2023-11-01': 3, '2023-11-02': 6, '2023-11-03': 17, '2023-11-04': 6, '2023-11-05': 9, '2023-11-06': 4, '2023-11-07': 6, '2023-11-08': 11, '2023-11-09': 25, '2023-11-10': 18, '2023-11-11': 18, '2023-11-12': 11, '2023-11-13': 12, '2023-11-14': 8, '2023-11-15': 8, '2023-11-16': 5, '2023-11-17': 16, '2023-11-18': 4, '2023-11-19': 2, '2023-11-20': 19, '2023-11-21': 16, '2023-11-22': 14, '2023-11-23': 19, '2023-11-24': 13, '2023-11-25': 10, '2023-11-26': 11, '2023-11-27': 8, '2023-11-28': 11, '2023-11-29': 12, '2023-11-30': 19, '2023-12-01': 9, '2023-12-02': 15, '2023-12-03': 9, '2023-12-04': 6, '2023-12-05': 11, '2023-12-06': 9, '2023-12-07': 13, '2023-12-08': 11, '2023-12-09': 17, '2023-12-10': 6, '2023-12-11': 3, '2023-12-12': 10, '2023-12-13': 9, '2023-12-14': 13, '2023-12-15': 8, '2023-12-16': 13, '2023-12-17': 4, '2023-12-18': 11, '2023-12-19': 6, '2023-12-20': 8, '2023-12-21': 12, '2023-12-22': 7}"
Abu Abdallah Mohammed Amghar,Moulay Abul Mahasin Abu Abdallah Mohammed Amghar (Arabic: أبو عبد الله محمد ابن أمغار) (ca 1060) was,850,2,1578,254,1,"{'2023-10-24': 2, '2023-10-25': 2, '2023-10-26': 3, '2023-10-27': 3, '2023-10-28': 0, '2023-10-29': 1, '2023-10-30': None, '2023-10-31': 3, '2023-11-01': 1, '2023-11-02': 2, '2023-11-03': 2, '2023-11-04': 1, '2023-11-05': 2, '2023-11-06': 3, '2023-11-07': 0, '2023-11-08': 1, '2023-11-09': 2, '2023-11-10': 0, '2023-11-11': 5, '2023-11-12': 8, '2023-11-13': None, '2023-11-14': 3, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': 1, '2023-11-19': 2, '2023-11-20': 2, '2023-11-21': 2, '2023-11-22': 1, '2023-11-23': 0, '2023-11-24': 1, '2023-11-25': 1, '2023-11-26': 4, '2023-11-27': 1, '2023-11-28': 1, '2023-11-29': 4, '2023-11-30': 1, '2023-12-01': 3, '2023-12-02': 2, '2023-12-03': 3, '2023-12-04': 2, '2023-12-05': None, '2023-12-06': 1, '2023-12-07': 2, '2023-12-08': 1, '2023-12-09': 4, '2023-12-10': 4, '2023-12-11': 1, '2023-12-12': 0, '2023-12-13': 1, '2023-12-14': 0, '2023-12-15': 1, '2023-12-16': 4, '2023-12-17': 1, '2023-12-18': 3, '2023-12-19': 2, '2023-12-20': 1, '2023-12-21': 0, '2023-12-22': 2}"
Biological rules,"A biological rule or biological law is a generalized law, principle, or rule of thumb formulated to ",1772,2,9598,1502,9,"{'2023-10-24': 33, '2023-10-25': 41, '2023-10-26': 37, '2023-10-27': 11, '2023-10-28': 19, '2023-10-29': 15, '2023-10-30': 14, '2023-10-31': 18, '2023-11-01': 27, '2023-11-02': 20, '2023-11-03': 16, '2023-11-04': 35, '2023-11-05': 23, '2023-11-06': 17, '2023-11-07': 25, '2023-11-08': 17, '2023-11-09': 16, '2023-11-10': 27, '2023-11-11': 9, '2023-11-12': 15, '2023-11-13': 15, '2023-11-14': 26, '2023-11-15': 25, '2023-11-16': 15, '2023-11-17': 21, '2023-11-18': 12, '2023-11-19': 28, '2023-11-20': 37, '2023-11-21': 26, '2023-11-22': 17, '2023-11-23': 18, '2023-11-24': 15, '2023-11-25': 13, '2023-11-26': 14, '2023-11-27': 24, '2023-11-28': 14, '2023-11-29': 28, '2023-11-30': 28, '2023-12-01': 24, '2023-12-02': 24, '2023-12-03': 21, '2023-12-04': 31, '2023-12-05': 16, '2023-12-06': 19, '2023-12-07': 13, '2023-12-08': 24, '2023-12-09': 23, '2023-12-10': 24, '2023-12-11': 27, '2023-12-12': 25, '2023-12-13': 25, '2023-12-14': 13, '2023-12-15': 14, '2023-12-16': 10, '2023-12-17': 19, '2023-12-18': 20, '2023-12-19': 22, '2023-12-20': 16, '2023-12-21': 16, '2023-12-22': 18}"
Fauna of Georgia,"Fauna of Georgia may refer to:

Fauna of Georgia (country)
Fauna of Georgia (U.S. state)",88,0,88,15,1,"{'2023-10-24': None, '2023-10-25': None, '2023-10-26': None, '2023-10-27': None, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': None, '2023-10-31': None, '2023-11-01': 1, '2023-11-02': None, '2023-11-03': None, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 0, '2023-11-07': None, '2023-11-08': None, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': None, '2023-11-12': None, '2023-11-13': None, '2023-11-14': 0, '2023-11-15': 1, '2023-11-16': 1, '2023-11-17': None, '2023-11-18': None, '2023-11-19': 0, '2023-11-20': 1, '2023-11-21': 1, '2023-11-22': 1, '2023-11-23': 1, '2023-11-24': 0, '2023-11-25': None, '2023-11-26': 0, '2023-11-27': None, '2023-11-28': None, '2023-11-29': None, '2023-11-30': None, '2023-12-01': None, '2023-12-02': None, '2023-12-03': 1, '2023-12-04': 0, '2023-12-05': None, '2023-12-06': 0, '2023-12-07': None, '2023-12-08': None, '2023-12-09': 0, '2023-12-10': None, '2023-12-11': None, '2023-12-12': None, '2023-12-13': 0, '2023-12-14': None, '2023-12-15': 1, '2023-12-16': None, '2023-12-17': None, '2023-12-18': 0, '2023-12-19': 1, '2023-12-20': 1, '2023-12-21': None, '2023-12-22': 0}"
